id,cluster_label,income_amount,total_expenses,spending_ratio,top_category_amount,num_transactions,balance,daily_burn_rate,days_remaining,savings_goal_progress,risk_label,projected_days_left,sustainability_label,cat_food,cat_transport,cat_shopping,cat_utilities,cat_health,cat_entertainment,cat_savings,cat_education,cat_other
74,Savers,61105.73,17354.03,0.284,4390.33,12,43751.7,1735.4,20,0.8351,caution,25.21,on_track,4390.33,1975.15,592.5,3615.63,1917.69,206.48,2680.26,1558.93,417.06
62,Savers,31788.32,3944.93,0.1241,1300.63,7,27843.39,3944.93,30,0.7228,risky,7.06,critical,1300.63,343.31,137.92,740.19,400.71,44.66,703.34,319.49,0
44,Savers,11288.46,2357.03,0.2088,743.72,12,8931.43,235.7,20,0.3385,safe,37.89,on_track,743.72,193.62,59.92,445.78,241.63,26.06,325.81,225.82,94.67
268,Impulsive,34862.1,28848.39,0.8275,7401.58,27,6013.71,7212.1,26,0.8259,risky,0.83,critical,5534.57,2445.29,7401.58,2573.01,1605.76,5948.42,1020.97,484.72,1834.07
225,Impulsive,10046.34,8069.22,0.8032,2418.58,20,1977.12,288.19,2,1.3655,caution,6.86,on_track,1797.67,896.64,2418.58,913.92,479.82,1515.79,228.32,155.56,0
203,Impulsive,44947.94,38372.06,0.8537,10993.72,23,6575.88,3488.37,19,1.1284,risky,1.89,critical,8109.91,3655.24,10993.72,3356.15,1569.12,6550.63,1123.41,694.81,2319.07
54,Savers,52439.95,12019.24,0.2292,3364.1,9,40420.71,429.26,2,0.7095,safe,94.16,on_track,3364.1,1328.31,322.9,2514.36,1410.03,114.57,2069.43,1146.45,0
252,Impulsive,46205.89,40023.54,0.8662,13945.22,23,6182.35,1740.15,7,1.0065,risky,3.55,critical,8799.72,3862.52,13945.22,4235.98,2011.23,6754.27,1037.87,711.07,0
7,Savers,8611.37,1278.79,0.1485,398.43,4,7332.58,159.85,22,1.1263,safe,45.87,on_track,398.43,121.98,45.15,292.12,126.24,13.71,172.75,104.48,3.93
92,Savers,32496.57,4468.28,0.1375,1517.3,5,28028.29,372.36,18,0.9133,safe,75.27,on_track,1517.3,481.87,111.49,840.99,483.56,40.32,656.46,286.72,49.57
189,Balanced,8087.2,3495.29,0.4322,854.05,17,4591.91,218.46,14,0.5925,caution,21.02,on_track,854.05,297.63,731.09,593.37,260.78,199.91,344.08,151.56,62.82
386,At-Risk,59166.9,67769.77,1.1454,23569.92,25,-8602.87,9681.4,23,0.2734,risky,-0.89,critical,11027.53,9009.85,23569.92,3884.9,1913.65,17716.63,665.75,587.26,0
36,Savers,49289.83,15467.15,0.3138,4839.2,9,33822.68,909.83,13,0.2975,safe,37.17,on_track,4839.2,1700.1,375.98,2878.11,1744.26,143.04,2751.35,1043.4,0
97,Savers,40812.96,12676.51,0.3106,3585.38,9,28136.45,667.18,11,0.7443,safe,42.17,on_track,3585.38,1410.05,439.54,3196.89,1182.43,139.1,1615.86,960.58,146.68
220,Impulsive,15820.73,11205.82,0.7083,3729.58,28,4614.91,659.17,13,0.7161,risky,7.0,critical,1980.64,967.48,3729.58,1248.42,622.99,2078.59,286.34,218.17,73.61
149,Balanced,10899.38,6369.6,0.5844,1428.54,12,4529.78,398.1,14,1.174,risky,11.38,at_risk,1428.54,642.34,1231.52,829.13,462.47,404.57,546.75,276.08,548.2
325,At-Risk,76911.33,89940.11,1.1694,34868.16,24,-13028.78,3910.44,7,1.1481,risky,-3.33,critical,13887.81,9964.19,34868.16,6875.43,3195.72,16235.57,823.41,784.53,3305.29
284,Impulsive,19549.95,16713.25,0.8549,4171.76,27,2836.7,1285.63,17,0.1249,risky,2.21,critical,3610.99,1405.92,4171.76,1379.71,962.25,2607.56,511.11,270.94,1793.01
116,Balanced,16716.64,7676.28,0.4592,2004.64,15,9040.36,590.48,17,1.435,risky,15.31,at_risk,2004.64,758.91,1574.28,1256.18,664.65,541.36,786.32,460.29,0
228,Impulsive,27290.33,21581.19,0.7908,5420.21,30,5709.14,5395.3,26,1.3292,risky,1.06,critical,4969.67,1884.36,5420.21,2072.47,1278.6,4374.02,588.35,411.89,581.62
160,Balanced,58034.05,24687.68,0.4254,5691.45,18,33346.37,2057.31,18,0.9679,risky,16.21,at_risk,5691.45,2155.77,4787.62,3719.19,1910.42,1477.81,2353.93,1079.22,1512.27
234,Impulsive,32903.73,28912.51,0.8787,9601.55,15,3991.22,1521.71,11,0.9505,risky,2.62,critical,5393.85,3141.82,9601.55,2733.15,1418.18,5412.32,727.71,615.01,0
146,Balanced,9748.35,6190.2,0.635,1714.07,13,3558.15,515.85,18,0.6478,risky,6.9,critical,1714.07,731.65,1068.2,1030.13,402.04,394.03,740.99,308.35,0
198,Balanced,58498.65,31384.53,0.5365,6521.1,13,27114.12,2092.3,15,0.3145,risky,12.96,at_risk,6521.1,2946.14,5241.38,4964.13,2975.84,2479.58,3351.9,1713.15,1191.31
60,Savers,52213.37,6772.07,0.1297,1917.0,3,45441.3,6772.07,30,0.7451,risky,6.71,critical,1917.0,621.91,163.19,1608.61,547.71,77.61,1149.91,519.19,166.94
253,Impulsive,76454.03,68166.41,0.8916,20133.07,25,8287.62,3787.02,12,0.9832,risky,2.19,critical,16328.93,6245.82,20133.07,5636.99,2860.54,12513.71,2229.52,1356.34,861.49
168,Balanced,65545.18,45776.75,0.6984,11419.99,20,19768.43,1634.88,2,0.9393,safe,12.09,on_track,11419.99,4253.33,7526.55,6996.46,3121.01,3656.09,5105.58,2649.7,1048.04
43,Savers,15468.8,5943.11,0.3842,1923.73,5,9525.69,212.25,2,1.2926,safe,44.88,on_track,1923.73,505.47,176.11,1500.19,592.14,58.02,1024.37,489.53,0
21,Savers,27375.82,10528.74,0.3846,2577.3,5,16847.08,10528.74,30,1.2969,risky,1.6,critical,2577.3,992.99,363.21,2485.01,1123.18,125.24,1486.88,862.48,512.45
286,Impulsive,54524.65,42970.88,0.7881,15312.46,24,11553.77,42970.88,30,0.8095,risky,0.27,critical,8404.57,3741.97,15312.46,4464.82,2261.17,8346.18,1359.18,881.41,0
148,Balanced,32136.16,13352.57,0.4155,3245.98,14,18783.59,460.43,1,0.5817,safe,40.8,on_track,3245.98,1365.69,2415.42,1685.06,892.86,954.95,1387.02,743.59,662.0
185,Balanced,37421.78,21019.81,0.5617,6230.73,12,16401.97,955.45,8,0.3041,safe,17.17,on_track,6230.73,1880.66,3421.84,2919.66,1883.92,1589.52,2299.86,974.5,0
254,Impulsive,9140.55,6359.99,0.6958,1776.99,20,2780.56,219.31,1,1.1785,safe,12.68,on_track,1264.8,685.21,1776.99,547.57,326.5,1217.8,214.28,150.54,176.3
70,Savers,57040.76,19205.62,0.3367,5811.12,10,37835.14,711.32,3,0.4832,safe,53.19,on_track,5811.12,1888.33,619.06,5009.48,1583.18,191.31,2856.62,1475.99,0
267,Impulsive,27906.14,19980.8,0.716,5421.92,30,7925.34,832.53,6,0.8324,caution,9.52,on_track,4132.62,2049.77,5421.92,2087.5,1195.57,3648.49,574.84,352.25,517.84
57,Savers,56861.58,6885.94,0.1211,2413.6,7,49975.64,6885.94,29,0.4866,risky,7.26,critical,2413.6,825.6,237.36,1664.44,670.41,67.31,866.99,580.35,0
239,Impulsive,34054.3,25111.64,0.7374,6562.61,28,8942.66,3138.95,22,1.2621,risky,2.85,critical,5976.93,2648.65,6562.61,2722.46,1386.55,4596.92,772.12,518.87,0
373,At-Risk,40776.25,46921.23,1.1507,13823.88,27,-6144.98,7820.21,24,0.8696,risky,-0.79,critical,8287.54,5714.69,13823.88,2835.23,1142.47,8474.73,472.01,388.67,5782.01
161,Balanced,17994.21,9472.15,0.5264,2192.4,16,8522.06,1052.46,21,1.027,risky,8.1,critical,2192.4,928.65,1400.55,1340.71,609.12,566.65,1066.65,561.48,805.94
396,At-Risk,30535.95,33076.54,1.0832,11634.79,24,-2540.59,1837.59,12,0.409,risky,-1.38,critical,5047.81,4517.38,11634.79,2003.11,817.06,7495.91,306.91,380.82,872.75
209,Impulsive,33764.38,24367.75,0.7217,6668.03,29,9396.63,4873.55,25,0.4041,risky,1.93,critical,4489.62,2628.0,6668.03,2045.15,1398.17,4371.49,624.12,579.8,1563.37
117,Balanced,53330.36,26318.53,0.4935,7295.47,11,27011.83,1315.93,10,1.0574,safe,20.53,on_track,7295.47,2864.43,5008.9,4253.04,2198.19,1615.52,2365.0,1346.5,0
264,Impulsive,38512.05,27127.89,0.7044,8738.55,18,11384.16,1004.74,3,0.1955,safe,11.33,on_track,6313.94,2827.28,8738.55,2362.75,1574.29,5520.77,846.33,624.54,0
340,At-Risk,47709.99,49379.84,1.035,18464.2,34,-1669.85,1899.22,4,1.0267,risky,-0.88,critical,9645.3,7048.32,18464.2,3810.19,1461.07,11009.07,421.07,555.59,0
399,At-Risk,20155.96,22417.46,1.1122,8932.23,24,-2261.5,22417.46,30,0.5223,risky,-0.1,critical,4765.5,2907.74,8932.23,1759.15,650.29,5351.14,261.48,189.79,0
195,Balanced,60835.15,27095.98,0.4454,7908.72,13,33739.17,1003.55,3,1.4129,safe,33.62,on_track,7908.72,3082.75,4533.11,3287.14,2242.77,2213.26,3006.97,1542.56,0
182,Balanced,26927.61,14495.13,0.5383,3189.9,11,12432.48,2415.86,24,1.1407,risky,5.15,critical,3189.9,1486.51,2404.47,2281.0,1142.88,1051.87,1445.66,803.79,689.05
93,Savers,38112.55,6883.13,0.1806,1692.31,11,31229.42,625.74,19,0.2154,safe,49.91,on_track,1691.39,666.24,214.48,1692.31,676.51,55.52,871.76,639.89,375.03
55,Savers,43335.5,13000.65,0.3,4650.31,11,30334.85,13000.65,30,1.0837,risky,2.33,critical,4650.31,1297.64,448.4,2330.47,1301.26,126.9,2020.44,1193.86,0
226,Impulsive,42281.47,30024.07,0.7101,10215.03,23,12257.4,3336.01,21,1.483,risky,3.67,critical,6982.11,2581.04,10215.03,2510.11,1508.23,5769.71,981.27,504.71,0
368,At-Risk,13567.99,13002.2,0.9583,4983.87,26,565.79,2600.44,25,0.2602,risky,0.22,critical,2654.85,1323.6,4983.87,977.17,397.23,2748.36,120.74,154.19,0
302,At-Risk,65637.37,65000.69,0.9903,22231.65,33,636.68,21666.9,27,0.9126,risky,0.03,critical,14032.82,7223.36,22231.65,5444.52,1813.25,13455.44,616.65,718.7,0
188,Balanced,13852.53,6089.57,0.4396,1291.87,9,7762.96,553.6,19,1.3761,risky,14.02,critical,1291.87,502.19,1219.31,811.97,428.34,409.32,654.33,357.77,414.47
244,Impulsive,28595.98,24186.48,0.8458,7537.13,17,4409.5,6046.62,26,0.7881,risky,0.73,critical,5666.66,2539.94,7537.13,2750.62,1113.14,4830.13,809.74,493.44,0
398,At-Risk,26257.51,29715.62,1.1317,9783.22,25,-3458.11,1142.91,4,0.7551,risky,-3.03,critical,5422.45,3048.04,9783.22,1898.22,990.89,5605.77,286.7,347.19,2333.14
110,Balanced,17484.39,9602.43,0.5492,2216.76,15,7881.96,960.24,20,0.9814,risky,8.21,critical,2216.76,777.1,2036.26,1443.5,911.6,595.58,903.74,393.8,324.09
351,At-Risk,58122.71,63121.26,1.086,18363.96,35,-4998.55,4208.08,15,0.7038,risky,-1.19,critical,13454.27,8477.74,18363.96,4087.1,1554.88,14629.27,591.71,701.54,1260.79
3,Savers,32685.54,10214.23,0.3125,3644.17,3,22471.31,1276.78,22,0.4341,risky,17.6,at_risk,3644.17,971.8,315.91,2293.91,1156.01,110.5,1604.77,935.36,0
276,Impulsive,8479.51,6283.32,0.741,1512.99,23,2196.19,448.81,16,1.1464,risky,4.89,critical,1252.98,743.44,1512.99,715.8,297.98,1292.54,174.58,145.68,147.33
88,Savers,33516.71,9431.6,0.2814,2438.17,6,24085.11,628.77,15,1.1286,safe,38.31,on_track,2438.17,822.75,231.3,2235.01,990.22,89.2,1642.6,821.28,161.07
145,Balanced,53648.62,26250.27,0.4893,6737.65,9,27398.35,2019.25,17,0.5188,risky,13.57,at_risk,6737.65,2991.95,5059.65,4001.43,2002.45,2013.73,2930.05,1411.9,0
99,Savers,19207.88,3737.85,0.1946,1287.33,8,15470.03,287.53,17,1.0191,safe,53.8,on_track,1287.33,351.74,93.07,986.18,340.08,39.43,668.33,352.6,0
112,Balanced,62713.3,43692.36,0.6967,9257.59,16,19020.94,2570.14,13,0.068,risky,7.4,critical,9257.59,5199.54,7530.86,7326.94,3270.41,3595.47,4814.84,1921.64,775.07
271,Impulsive,18895.17,16176.16,0.8561,4657.63,24,2719.01,2696.03,24,1.3725,risky,1.01,critical,2945.27,1556.44,4657.63,1423.7,652.02,3109.31,524.81,377.77,929.21
8,Savers,24338.63,5481.06,0.2252,1942.81,11,18857.57,548.11,20,0.5609,safe,34.4,on_track,1942.81,630.51,188.8,1091.71,548.23,50.39,716.48,510.86,0
361,At-Risk,18492.72,17786.3,0.9618,6894.31,38,706.42,2964.38,24,0.6688,risky,0.24,critical,2745.47,2256.73,6894.31,1450.53,579.56,3472.21,149.64,147.48,90.37
51,Savers,47882.77,14977.73,0.3128,4581.78,5,32905.04,748.89,10,0.8284,safe,43.94,on_track,4581.78,1754.0,468.9,3213.54,1616.55,134.16,1906.45,1424.99,0
35,Savers,57250.05,21056.57,0.3678,5226.96,10,36193.48,2632.07,22,1.4216,risky,13.75,critical,5226.96,2490.81,662.36,3780.55,1710.66,188.54,2839.2,1913.1,2244.39
292,Impulsive,16463.18,14278.52,0.8673,3768.12,25,2184.66,594.94,6,0.0633,risky,3.67,critical,3420.6,1195.95,3768.12,1522.67,630.67,2812.06,409.36,338.25,180.84
259,Impulsive,53440.14,44654.58,0.8356,11270.24,27,8785.56,4961.62,21,0.8815,risky,1.77,critical,9461.5,4704.03,11270.24,4060.88,2448.78,9543.92,1381.77,918.16,865.3
124,Balanced,8739.12,3798.02,0.4346,853.81,18,4941.1,211.0,12,0.0932,caution,23.42,on_track,853.81,343.46,611.32,627.53,359.02,244.8,413.66,152.79,191.63
314,At-Risk,8159.01,9821.0,1.2037,3773.37,28,-1661.99,2455.25,26,0.3865,risky,-0.68,critical,1760.66,1265.41,3773.37,647.7,271.33,1744.37,117.69,117.01,123.46
257,Impulsive,16292.37,12359.39,0.7586,3397.84,20,3932.98,2471.88,25,0.6693,risky,1.59,critical,2702.48,1241.09,3397.84,1184.91,618.51,2193.28,394.91,281.59,344.78
83,Savers,44586.36,5332.53,0.1196,1339.88,3,39253.83,355.5,15,0.8575,safe,110.42,on_track,1328.91,610.95,163.45,1339.88,557.78,59.55,802.14,420.24,49.63
181,Balanced,16746.31,10009.27,0.5977,2079.81,9,6737.04,10009.27,29,0.4235,risky,0.67,critical,2079.81,950.0,1803.14,1742.78,698.04,785.94,1193.67,591.36,164.53
179,Balanced,9340.04,4908.19,0.5255,1110.7,10,4431.85,233.72,9,1.3414,safe,18.96,on_track,1110.7,584.08,928.54,735.09,394.35,282.48,561.37,212.71,98.87
297,Impulsive,28448.95,24119.02,0.8478,8344.02,27,4329.93,1048.65,7,0.7463,risky,4.13,critical,5274.65,2280.77,8344.02,2527.86,1119.46,4549.35,597.19,572.52,0
143,Balanced,8374.0,4288.33,0.5121,881.73,9,4085.67,4288.33,29,0.0638,risky,0.95,critical,881.73,344.69,670.44,643.21,334.0,334.33,440.13,245.12,394.68
75,Savers,78298.02,26167.2,0.3342,6846.65,5,52130.82,4361.2,24,0.046,risky,11.95,critical,6846.65,2828.88,805.84,5316.93,2449.07,251.29,3149.65,2403.08,2115.81
47,Savers,10178.25,3024.98,0.2972,1026.06,7,7153.27,432.14,23,0.4084,risky,16.55,critical,1026.06,250.64,83.08,576.56,279.22,25.7,498.93,248.7,36.09
15,Savers,71884.91,16907.33,0.2352,4499.45,11,54977.58,704.47,6,0.7617,safe,78.04,on_track,4499.45,1392.14,502.51,4070.35,1393.81,197.44,2347.01,1109.2,1395.42
180,Balanced,8913.62,4702.83,0.5276,1346.39,19,4210.79,783.8,24,0.3368,risky,5.37,critical,1346.39,422.23,836.95,672.4,323.57,385.97,537.53,240.11,0
344,At-Risk,76081.96,72064.83,0.9472,21163.39,32,4017.13,3792.89,11,0.9902,risky,1.06,critical,12065.61,7983.75,21163.39,4854.45,2246.92,15506.84,774.12,748.44,6721.31
95,Savers,54639.75,9113.91,0.1668,3049.72,11,45525.84,479.68,11,0.2626,safe,94.91,on_track,3049.72,854.81,255.1,2191.88,958.15,74.53,1515.55,797.7,0
103,Balanced,19406.28,13124.47,0.6763,3666.58,13,6281.81,874.96,15,0.8275,risky,7.18,critical,3666.58,1317.04,2004.61,1733.2,898.29,1025.42,1063.76,670.4,745.17
301,At-Risk,14738.08,16745.41,1.1362,5997.86,33,-2007.33,16745.41,29,1.1887,risky,-0.12,critical,3553.71,2207.27,5997.86,1297.03,517.75,3769.67,179.14,181.02,0
106,Balanced,25355.62,16864.02,0.6651,4426.84,17,8491.6,887.58,11,0.8454,risky,9.57,at_risk,4426.84,1763.59,2541.86,2672.26,1398.67,1218.56,1464.61,885.19,492.44
309,At-Risk,70783.92,80268.97,1.134,31204.41,30,-9485.05,4459.39,12,0.0363,risky,-2.13,critical,11972.79,11266.44,31204.41,4696.43,2573.5,16411.81,778.14,753.99,611.46
64,Savers,58966.13,12441.85,0.211,3377.46,8,46524.28,12441.85,30,0.9715,risky,3.74,critical,3377.46,1184.97,391.1,2888.9,1180.22,146.47,1996.79,983.99,291.95
50,Savers,51457.75,13306.97,0.2586,3695.91,9,38150.78,475.25,2,0.5427,safe,80.28,on_track,3695.91,1236.63,424.38,3478.13,1279.69,135.34,2007.7,1272.41,0
6,Savers,43517.01,15840.19,0.364,4305.14,5,27676.82,1218.48,17,1.1337,caution,22.71,on_track,4305.14,1423.48,456.08,3570.39,1433.69,140.62,2456.42,1468.87,585.5
342,At-Risk,44763.59,43886.22,0.9804,13070.86,37,877.37,2925.75,15,0.6202,risky,0.3,critical,8229.53,5935.28,13070.86,3436.7,1224.88,8121.5,465.1,490.2,2912.17
155,Balanced,38012.95,15931.23,0.4191,4376.07,10,22081.72,885.07,12,0.7242,safe,24.95,on_track,4376.07,1630.08,3082.88,2123.03,1210.32,1098.71,1707.54,857.24,0
34,Savers,8335.79,1924.73,0.2309,503.91,9,6411.06,91.65,9,0.7055,safe,69.95,on_track,503.91,174.01,52.62,394.2,188.99,22.72,269.94,177.36,140.98
23,Savers,42643.51,14839.94,0.348,3958.57,11,27803.57,781.05,11,0.173,safe,35.6,on_track,3958.57,1578.99,418.69,3132.19,1352.57,148.96,1842.6,1316.99,1090.38
130,Balanced,59191.76,37273.05,0.6297,11155.25,19,21918.71,3106.09,18,0.5689,risky,7.06,critical,11155.25,3567.86,5709.08,6661.57,3381.2,2876.47,4440.7,1836.07,0
61,Savers,32308.89,5518.36,0.1708,1469.43,3,26790.53,275.92,10,0.05,caution,97.1,on_track,1469.43,483.44,141.5,1092.94,608.25,46.29,916.31,473.41,286.79
241,Impulsive,19782.35,14320.44,0.7239,4928.58,24,5461.91,2045.78,23,1.3897,risky,2.67,critical,2408.68,1641.03,4928.58,1570.9,733.57,2824.61,384.52,318.98,0
31,Savers,10854.18,1799.62,0.1658,624.76,10,9054.56,112.48,14,1.2493,safe,80.5,on_track,624.76,149.77,52.15,340.62,171.54,16.78,232.45,127.5,84.05
304,At-Risk,14933.41,15414.27,1.0322,6090.6,24,-480.86,616.57,5,1.3345,risky,-0.78,critical,3266.61,1858.05,6090.6,1109.5,475.67,3959.65,129.13,151.7,0
263,Impulsive,52478.75,39453.52,0.7518,13230.89,29,13025.23,3945.35,20,0.3447,risky,3.3,critical,8208.98,3443.32,13230.89,4197.3,1786.87,8011.93,1289.75,739.41,0
338,At-Risk,15579.11,17292.81,1.11,5502.08,37,-1713.7,910.15,11,1.4149,risky,-1.88,critical,3325.77,1755.12,5502.08,1432.4,531.16,3283.21,145.42,175.87,1141.78
17,Savers,25864.23,5630.64,0.2177,1554.05,6,20233.59,433.13,17,1.3999,safe,46.71,on_track,1554.05,521.66,202.44,1363.54,466.79,46.7,830.5,540.26,104.7
56,Savers,52547.73,19353.33,0.3683,6459.81,8,33194.4,2150.37,21,1.1391,risky,15.44,critical,6459.81,1753.43,621.09,4467.65,1855.97,196.14,2415.66,1442.1,141.48
101,Balanced,17765.14,9266.3,0.5216,2084.56,15,8498.84,402.88,7,0.4284,safe,21.1,on_track,2084.56,783.35,1825.17,1389.41,707.79,664.64,838.33,418.89,554.16
22,Savers,20932.75,2285.86,0.1092,639.73,3,18646.89,1142.93,28,0.2994,risky,16.31,critical,639.73,267.98,76.46,563.69,261.87,19.28,385.5,165.81,0
221,Impulsive,8150.9,5953.42,0.7304,1659.01,26,2197.48,297.67,10,0.5753,risky,7.38,critical,959.25,521.66,1659.01,637.43,312.76,1214.45,160.66,128.29,359.91
388,At-Risk,28381.15,35328.86,1.2448,10015.36,37,-6947.71,2717.6,17,1.0582,risky,-2.56,critical,5396.39,4694.81,10015.36,2915.98,1241.23,9112.52,304.68,419.73,1228.16
248,Impulsive,20784.56,15711.05,0.7559,5095.55,29,5073.51,2244.44,23,0.1313,risky,2.26,critical,3189.66,1744.06,5095.55,1663.21,923.73,3366.69,517.88,270.7,0
10,Savers,11911.94,2941.06,0.2469,938.7,6,8970.88,420.15,23,1.4927,risky,21.35,at_risk,938.7,346.67,103.37,560.36,297.36,32.41,459.97,278.99,0
40,Savers,26355.9,7411.28,0.2812,2273.0,10,18944.62,494.09,15,0.1396,caution,38.34,on_track,2273.0,746.06,199.24,1428.99,664.45,73.4,1070.08,605.99,350.07
58,Savers,9173.47,1860.38,0.2028,565.07,12,7313.09,74.42,5,0.9569,safe,98.27,on_track,565.07,190.94,58.48,457.17,161.48,16.68,232.06,170.91,7.59
391,At-Risk,11903.36,12347.36,1.0373,4341.55,20,-444.0,617.37,10,0.4621,risky,-0.72,critical,2314.25,1580.52,4341.55,828.9,402.42,2234.03,119.9,117.85,407.94
354,At-Risk,15351.27,17560.32,1.1439,7036.1,33,-2209.05,3512.06,25,0.991,risky,-0.63,critical,3539.37,1756.93,7036.1,1054.71,618.25,3620.42,151.31,175.32,0
218,Impulsive,16197.55,13418.05,0.8284,3753.81,17,2779.5,958.43,16,0.7507,risky,2.9,critical,2992.86,1231.27,3753.81,1530.31,663.0,2183.93,461.54,277.33,324.0
41,Savers,16639.61,2875.32,0.1728,817.4,6,13764.29,110.59,4,0.4733,safe,124.46,on_track,817.4,293.68,84.66,593.04,344.65,26.53,439.99,216.39,58.98
